Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1701399,-,-,-,13.09,30.86,3,482,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Temperature,Clearsky GHI,cloud fill flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,4,30,0,0,18.6,0,0,0,-7.1,0,0,0,0,16.79,135.29,0.34,955,1.9,349,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,5,30,0,0,18,0,0,0,-7.4,0,0,0,0,17.08,120.81,0.34,955,1.9,353,3.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,6,30,0,0,17.6,0,0,0,-7.5,0,0,0,0,17.33,106.41,0.34,956,2,267,3.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,7,30,0,0,18.1,0,0,1,-7.7,0,0,0,0,16.57,92.14,0.34,957,2,1,3.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,8,30,91,253,20.4,144,0,0,-8,91,253,0,144,13.97,78,0.34,958,2,10,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,9,30,156,534,23.8,387,0,0,-7.9,156,534,0,387,11.53,64.3,0.34,958,2,25,4.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,10,30,195,674,26.9,617,0,0,-6.7,195,674,0,617,10.48,51.21,0.34,958,2,35,5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,11,30,220,748,30,799,0,0,-5.3,220,748,0,799,9.77,39.38,0.34,957,2,41,4.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,12,30,172,884,32.5,935,0,0,-3.3,172,884,0,935,9.82,30.31,0.34,956,2,43,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,13,30,178,888,34.2,969,0,0,-1.1,178,888,0,969,10.52,26.99,0.34,954,2,46,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,14,30,176,872,35.1,920,0,0,0.5,176,872,0,920,11.18,31.3,0.34,953,2,46,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,15,30,184,799,35.3,788,0,8,1.1,360,468,0,714,11.58,40.89,0.34,953,1.9,43,2.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,16,30,165,716,34.7,596,0,0,1.2,165,716,0,596,12.09,52.97,0.34,952,1.9,37,2.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,17,30,133,558,32.7,358,0,0,1.6,133,558,0,358,13.89,66.17,0.34,953,1.9,27,2.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,18,30,72,243,28.7,115,0,0,3.2,72,243,0,115,19.48,79.92,0.34,953,1.8,16,1.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,19,30,0,0,26.9,0,0,0,2,0,0,0,0,20.01,94.1,0.34,954,1.8,10,1.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,20,30,0,0,26,0,0,0,1.3,0,0,0,0,19.95,108.4,0.34,955,1.8,6,2.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,21,30,0,0,25.1,0,0,0,0.4,0,0,0,0,19.79,122.82,0.34,955,1.8,4,2.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,22,30,0,0,23.9,0,0,0,-0.6,0,0,0,0,19.78,137.32,0.34,955,1.8,91,3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,11,23,30,0,0,22.9,0,0,0,-1.8,0,0,0,0,19.16,151.86,0.34,955,1.8,357,3.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,0,30,0,0,22,0,0,0,-3.4,0,0,0,0,18.05,166.43,0.34,955,1.8,354,3.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,1,30,0,0,20.8,0,0,0,-4.9,0,0,0,0,17.28,178.79,0.34,955,1.7,352,3.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,2,30,0,0,19.7,0,0,0,-6,0,0,0,0,17.07,164.37,0.34,955,1.7,352,3.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,3,30,0,0,18.8,0,0,0,-6.2,0,0,0,0,17.85,149.8,0.34,955,1.7,353,3.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,4,30,0,0,18,0,0,0,-5.5,0,0,0,0,19.68,135.26,0.34,955,1.7,355,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,5,30,0,0,17.3,0,0,0,-4.6,0,0,0,0,22.06,120.77,0.34,956,1.7,356,2.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,6,30,0,0,16.9,0,0,1,-3.8,0,0,0,0,24.02,106.35,0.34,956,1.7,270,2.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,7,30,0,0,17.6,0,0,1,-3.3,0,0,0,0,23.83,92.06,0.34,957,1.7,5,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,8,30,88,286,20.3,148,0,0,-3.5,88,286,0,148,19.87,77.9,0.34,958,1.7,13,4.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,9,30,150,561,23.8,394,0,0,-5.1,150,561,0,394,14.27,64.18,0.34,958,1.7,27,5.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,10,30,193,686,26.8,624,0,0,-5.4,193,686,0,624,11.67,51.05,0.34,958,1.7,32,5.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,11,30,224,747,29.4,804,0,0,-5,224,747,0,804,10.33,39.15,0.34,957,1.7,32,5.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,12,30,246,773,31.4,915,0,0,-4.6,246,773,0,915,9.48,30.02,0.34,956,1.7,30,4.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,13,30,245,792,32.8,953,0,0,-4,245,792,0,953,9.18,26.66,0.34,955,1.7,28,4.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,14,30,234,785,33.6,906,0,0,-3.3,234,785,0,906,9.25,31.02,0.34,954,1.8,26,4.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,15,30,194,791,33.8,793,0,0,-2.7,194,791,0,793,9.53,40.68,0.34,953,1.8,21,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,16,30,174,707,33.2,601,0,0,-2.3,174,707,0,601,10.17,52.81,0.34,953,1.8,15,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,17,30,139,549,31.2,362,0,0,-2,139,549,0,362,11.67,66.05,0.34,954,1.9,10,3.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,18,30,76,235,27.3,118,0,0,-0.5,76,235,0,118,16.28,79.83,0.34,954,1.9,6,2.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,19,30,0,0,25.3,0,0,0,-1.1,0,0,0,0,17.53,94.04,0.34,955,1.9,4,2.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,20,30,0,0,24.5,0,0,0,-1.7,0,0,0,0,17.58,108.35,0.34,956,1.9,92,2.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,21,30,0,0,23.7,0,0,0,-2.3,0,0,0,0,17.66,122.78,0.34,956,1.9,358,3.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,22,30,0,0,22.7,0,0,0,-2.8,0,0,0,0,18.02,137.29,0.34,957,1.9,354,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,12,23,30,0,0,21.5,0,0,0,-3.4,0,0,0,0,18.63,151.85,0.34,957,2,353,4.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,0,30,0,0,20.3,0,0,0,-4,0,0,0,0,19.19,166.43,0.34,956,2,354,4.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,1,30,0,0,19.4,0,0,1,-4.6,0,0,0,0,19.39,178.92,0.34,956,2,268,4.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,2,30,0,0,18.6,0,0,0,-5.1,0,0,0,0,19.55,164.36,0.34,956,2,1,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,3,30,0,0,17.9,0,0,0,-5.6,0,0,0,0,19.72,149.78,0.34,956,2.1,3,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,4,30,0,0,17.4,0,0,0,-6,0,0,0,0,19.79,135.22,0.34,956,2.1,4,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,5,30,0,0,16.8,0,0,0,-6.3,0,0,0,0,20.06,120.72,0.34,956,2.1,5,4.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,6,30,0,0,16.4,0,0,0,-6.5,0,0,0,0,20.2,106.29,0.34,957,2.1,6,4.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,7,30,0,0,16.8,0,0,0,-6.7,0,0,0,0,19.45,91.98,0.34,958,2.1,10,4.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,8,30,94,244,18.9,146,0,0,-6.9,94,244,0,146,16.7,77.8,0.34,959,2,19,6.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,9,30,169,496,21.7,386,0,0,-7.1,169,496,0,386,13.89,64.05,0.34,959,2,28,7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,10,30,223,615,24.4,611,0,0,-7,223,615,0,611,11.88,50.88,0.34,959,2,31,6.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,11,30,262,680,26.8,791,0,0,-6.7,262,680,0,791,10.57,38.93,0.34,959,1.9,30,5.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,12,30,214,822,28.7,928,0,0,-6.1,214,822,0,928,9.86,29.72,0.34,957,1.9,29,5.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,13,30,222,829,30.1,965,0,0,-5.5,222,829,0,965,9.53,26.32,0.34,956,1.8,28,5.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,14,30,223,806,30.9,916,0,0,-4.8,223,806,0,916,9.58,30.73,0.34,955,1.8,24,4.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,15,30,217,751,31,788,0,0,-4.2,217,751,0,788,9.98,40.47,0.34,955,1.8,19,4.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,16,30,197,654,30.3,594,0,0,-3.7,197,654,0,594,10.76,52.66,0.34,955,1.8,15,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,17,30,159,481,28.5,355,0,0,-3.5,159,481,0,355,12.17,65.94,0.34,955,1.8,13,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,18,30,81,171,25.3,112,0,0,-2.6,81,171,0,112,15.74,79.74,0.34,956,1.7,12,2.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,19,30,0,0,23.4,0,0,0,-3,0,0,0,0,17.06,93.97,0.34,956,1.7,8,2.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,20,30,0,0,22.7,0,0,0,-4,0,0,0,0,16.58,108.3,0.34,957,1.7,94,3.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,21,30,0,0,21.8,0,0,0,-5,0,0,0,0,16.14,122.75,0.34,958,1.7,359,4.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,22,30,0,0,20.8,0,0,0,-6.2,0,0,0,0,15.74,137.27,0.34,959,1.7,268,4.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,13,23,30,0,0,19.7,0,0,0,-7.2,0,0,0,0,15.58,151.84,0.34,959,1.8,1,4.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,0,30,0,0,18.8,0,0,0,-7.9,0,0,0,0,15.61,166.43,0.34,958,1.7,4,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,1,30,0,0,18.3,0,0,0,-8.3,0,0,0,0,15.62,178.96,0.34,958,1.7,89,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,2,30,0,0,17.6,0,0,0,-8.3,0,0,0,0,16.26,164.35,0.34,957,1.7,358,3.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,3,30,0,0,16.7,0,0,3,-8.1,0,0,0,0,17.56,149.75,0.34,957,1.7,270,3.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,4,30,0,0,16,0,0,0,-7.8,0,0,0,0,18.83,135.18,0.34,957,1.7,1,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,5,30,0,0,15.4,0,0,0,-7.3,0,0,0,0,20.31,120.67,0.34,958,1.7,2,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,6,30,0,0,15.1,0,0,0,-6.7,0,0,0,0,21.64,106.22,0.34,958,1.7,7,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,7,30,0,0,15.9,0,0,1,-6.1,0,0,0,0,21.49,91.9,0.34,959,1.8,8,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,8,30,95,255,18.5,149,0,0,-5.2,95,255,0,149,19.48,77.69,0.34,960,1.8,16,5.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,9,30,165,517,21.7,393,0,0,-4.8,165,517,0,393,16.47,63.91,0.34,961,1.8,28,6.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,10,30,214,644,24.4,621,0,0,-5.4,214,644,0,621,13.38,50.7,0.34,960,1.8,36,6.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,11,30,248,709,26.8,801,0,0,-5.7,248,709,0,801,11.34,38.7,0.34,959,1.8,39,6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,12,30,267,744,28.7,915,0,0,-5.6,267,744,0,915,10.22,29.42,0.34,958,1.8,43,5.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,13,30,273,752,30.2,950,0,0,-5.2,273,752,0,950,9.68,25.99,0.34,957,1.8,46,4.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,14,30,272,729,31,901,0,0,-4.7,272,729,0,901,9.65,30.45,0.34,956,1.8,44,4.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,15,30,215,752,31.2,789,0,0,-4.3,215,752,0,789,9.81,40.26,0.34,956,1.9,38,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,16,30,199,648,30.6,593,0,0,-4.1,199,648,0,593,10.26,52.5,0.34,956,1.9,33,3.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,17,30,165,467,28.9,356,0,0,-4.1,165,467,0,356,11.39,65.82,0.34,957,1.9,31,3.1,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,18,30,85,160,25.9,114,0,0,-2.5,85,160,0,114,15.3,79.65,0.34,957,1.9,26,1.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,19,30,0,0,24.4,0,0,0,-3,0,0,0,0,16.08,93.9,0.34,958,1.9,19,2.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,20,30,0,0,23.9,0,0,0,-4,0,0,0,0,15.38,108.25,0.34,959,1.9,15,2.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,21,30,0,0,23.3,0,0,1,-4.8,0,0,0,0,14.98,122.71,0.34,959,1.9,13,3.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,22,30,0,0,22.4,0,0,1,-5.2,0,0,0,0,15.36,137.25,0.34,960,1.9,11,3.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,14,23,30,0,0,21.4,0,0,0,-5.3,0,0,0,0,16.25,151.83,0.34,960,1.8,9,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,0,30,0,0,20.3,0,0,0,-5.2,0,0,0,0,17.47,166.43,0.34,960,1.8,6,3.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,1,30,0,0,19.3,0,0,0,-5.1,0,0,0,0,18.74,178.88,0.34,960,1.8,3,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,2,30,0,0,18.3,0,0,8,-4.8,0,0,0,0,20.39,164.32,0.34,960,1.8,1,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,3,30,0,0,17.5,0,0,0,-4.3,0,0,0,0,22.29,149.72,0.34,959,1.8,2,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,4,30,0,0,16.7,0,0,4,-3.6,0,0,0,0,24.63,135.14,0.34,960,1.9,3,3.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,5,30,0,0,16.1,0,0,0,-3,0,0,0,0,26.77,120.61,0.34,960,1.9,4,3.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,6,30,0,0,15.6,0,0,1,-2.4,0,0,0,0,28.91,106.15,0.34,961,2,6,3.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,7,30,0,0,16.1,0,0,1,-1.8,0,0,0,0,29.23,91.81,0.34,961,2.1,13,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,8,30,100,178,18.2,138,0,3,-1.2,110,0,0,110,26.85,77.58,0.34,962,2.2,22,5.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,9,30,187,425,21,375,0,3,-1,291,39,0,308,22.82,63.78,0.34,963,2.3,27,6.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,10,30,244,557,23.7,597,0,3,-1.2,420,62,0,459,19.13,50.53,0.34,963,2.4,30,6.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,11,30,278,634,25.9,774,0,3,-1.4,544,124,0,641,16.55,38.46,0.34,962,2.5,31,6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,12,30,313,647,27.7,879,0,2,-1.5,613,224,0,809,14.77,29.11,0.34,961,2.6,30,5.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,13,30,311,671,29,916,0,0,-1.5,311,671,0,916,13.74,25.64,0.34,959,2.6,30,5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,14,30,297,666,29.8,873,0,0,-1.2,297,666,0,873,13.37,30.17,0.34,958,2.6,28,4.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,15,30,229,704,30,768,0,0,-0.8,229,704,0,768,13.61,40.06,0.34,957,2.6,27,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,16,30,205,611,29.6,578,0,0,-0.4,205,611,0,578,14.29,52.36,0.34,957,2.6,24,4.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,17,30,165,439,28.2,345,0,0,-0.3,165,439,0,345,15.68,65.71,0.34,957,2.5,20,3.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,18,30,82,140,25.5,108,0,0,0.3,82,140,0,108,19.17,79.57,0.34,958,2.5,17,2.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,19,30,0,0,23.8,0,0,0,0,0,0,0,0,20.75,93.84,0.34,958,2.4,15,2.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,20,30,0,0,23.2,0,0,0,-0.5,0,0,0,0,20.79,108.21,0.34,959,2.4,14,2.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,21,30,0,0,22.4,0,0,0,-0.8,0,0,0,0,21.24,122.68,0.34,960,2.4,13,3.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,22,30,0,0,21.6,0,0,0,-1.2,0,0,0,0,21.7,137.23,0.34,960,2.4,11,3.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,15,23,30,0,0,20.7,0,0,0,-1.5,0,0,0,0,22.42,151.81,0.34,960,2.3,8,3.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,0,30,0,0,19.8,0,0,0,-1.8,0,0,0,0,23.23,166.42,0.34,960,2.3,4,3.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,1,30,0,0,18.9,0,0,0,-2.1,0,0,0,0,24.05,178.71,0.34,960,2.3,2,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,2,30,0,0,18,0,0,0,-2.5,0,0,0,0,24.75,164.29,0.34,959,2.2,3,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,3,30,0,0,17.1,0,0,0,-2.9,0,0,0,0,25.43,149.68,0.34,959,2.2,6,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,4,30,0,0,16.4,0,0,1,-3.2,0,0,0,0,25.85,135.09,0.34,959,2.2,8,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,5,30,0,0,15.9,0,0,1,-3.5,0,0,0,0,26.1,120.55,0.34,960,2.1,9,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,6,30,0,0,15.5,0,0,0,-3.8,0,0,0,0,26.29,106.08,0.34,961,2.2,8,4.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,7,30,0,0,16,0,0,0,-4,0,0,0,0,25.07,91.72,0.34,961,2.2,7,5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,8,30,99,218,18.1,146,0,0,-4.1,99,218,0,146,21.73,77.47,0.34,962,2.3,12,6.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,9,30,178,466,20.8,385,0,0,-4.1,178,466,0,385,18.39,63.64,0.34,963,2.3,18,7.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,10,30,235,584,23.4,608,0,1,-4,235,584,0,608,15.8,50.35,0.34,962,2.4,20,7.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,11,30,276,646,25.6,784,0,0,-3.7,276,646,0,784,14.15,38.23,0.34,962,2.4,20,6.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,12,30,224,793,27.5,919,0,0,-3.2,224,793,0,919,13.13,28.8,0.34,961,2.4,21,6.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,13,30,232,800,28.8,955,0,0,-2.6,232,800,0,955,12.77,25.3,0.34,959,2.3,20,5.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,14,30,233,778,29.5,908,0,0,-1.9,233,778,0,908,12.88,29.88,0.34,958,2.2,19,5.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,15,30,265,651,29.5,765,0,0,-1.4,265,651,0,765,13.37,39.85,0.34,957,2.2,17,5.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,16,30,240,545,28.8,574,0,0,-1.2,240,545,0,574,14.19,52.21,0.34,957,2.1,13,5.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,17,30,188,366,27.2,339,0,0,-1.1,188,366,0,339,15.62,65.61,0.34,958,2.1,9,4.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,18,30,88,96,24.8,105,0,0,-1.1,88,96,0,105,18.1,79.49,0.34,958,2.1,7,3.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,19,30,0,0,23,0,0,0,-1.3,0,0,0,0,19.75,93.78,0.34,959,2.1,4,4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,20,30,0,0,21.9,0,0,0,-1.7,0,0,0,0,20.63,108.16,0.34,960,2.1,90,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,21,30,0,0,20.7,0,0,0,-2,0,0,0,0,21.69,122.65,0.34,961,2.2,355,4.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,22,30,0,0,19.5,0,0,0,-2.5,0,0,0,0,22.46,137.2,0.34,962,2.2,353,4.7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,16,23,30,0,0,18.5,0,0,1,-3.1,0,0,0,0,22.88,151.8,0.34,962,2.3,354,4.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,0,30,0,0,17.7,0,0,0,-3.5,0,0,0,0,23.37,166.4,0.34,962,2.3,355,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,1,30,0,0,17,0,0,3,-3.7,0,0,0,0,24.11,178.47,0.34,961,2.3,356,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,2,30,0,0,16.5,0,0,1,-3.7,0,0,0,0,24.77,164.24,0.34,961,2.4,357,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,3,30,0,0,16.1,0,0,5,-3.8,0,0,0,0,25.29,149.63,0.34,961,2.4,358,4.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,4,30,0,0,15.8,0,0,5,-3.9,0,0,0,0,25.49,135.03,0.34,961,2.4,270,4.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,5,30,0,0,15.4,0,0,1,-4.2,0,0,0,0,25.63,120.48,0.34,961,2.4,1,4.5,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,6,30,0,0,15,0,0,0,-4.5,0,0,0,0,25.65,106,0.34,961,2.4,3,4.4,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,7,30,0,0,15.2,0,0,0,-4.9,0,0,0,0,24.58,91.62,0.34,962,2.4,7,5.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,8,30,104,177,16.7,142,0,0,-5.8,104,177,0,142,20.87,77.36,0.34,963,2.4,16,7,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,9,30,198,401,18.8,377,0,3,-6.2,284,30,0,297,17.75,63.49,0.34,963,2.4,23,7.2,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,10,30,265,521,21.1,598,0,0,-6.2,265,521,0,598,15.39,50.17,0.34,963,2.4,28,6.9,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,11,30,309,592,23.2,775,0,0,-6.1,309,592,0,775,13.65,37.99,0.34,962,2.4,30,6.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,12,30,255,748,24.9,912,0,0,-5.9,255,748,0,912,12.53,28.49,0.34,961,2.5,30,6.3,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,13,30,245,779,26.3,952,0,8,-5.5,424,494,0,872,11.88,24.95,0.34,960,2.5,29,6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,14,30,228,781,27.1,906,0,0,-5,228,781,0,906,11.76,29.6,0.34,959,2.5,27,5.8,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,15,30,264,646,27.2,762,0,0,-4.7,264,646,0,762,12.03,39.65,0.34,958,2.5,24,5.6,,,,,,,,,,,,,,,,,,,,,,,
2017,2,17,16,30,229,563,26.6,575,0,8,-4.4,365,270,0,531,12.67,52.06,0.34,958,2.5,21,5.4,,,,,,,,,,,,,,,,,,,,,,,
